datetime,light,twilight,interp,excluded
2013-05-12T04:25:17.000Z,113,0,FALSE,FALSE
2013-05-12T04:30:17.000Z,147,0,FALSE,FALSE
2013-05-12T04:35:17.000Z,150,0,FALSE,FALSE
2013-05-12T20:50:17.000Z,150,0,FALSE,FALSE
2013-05-12T20:54:03.834Z,44.9,2,TRUE,FALSE
2013-05-12T20:55:17.000Z,11,0,FALSE,FALSE
2013-05-13T03:40:17.000Z,11,0,FALSE,FALSE
2013-05-13T03:45:17.000Z,22,0,FALSE,FALSE
2013-05-13T03:50:15.695Z,44.9,1,TRUE,FALSE
2013-05-13T03:50:17.000Z,45,0,FALSE,FALSE
2013-05-13T04:10:17.000Z,45,0,FALSE,FALSE
2013-05-13T04:15:17.000Z,56,0,FALSE,FALSE
2013-05-13T04:20:17.000Z,56,0,FALSE,FALSE
2013-05-13T04:25:17.000Z,150,0,FALSE,FALSE
2013-05-13T04:55:17.000Z,150,0,FALSE,FALSE
2013-05-13T05:00:17.000Z,68,0,FALSE,FALSE
2013-05-13T05:10:17.000Z,68,0,FALSE,FALSE
2013-05-13T05:15:17.000Z,150,0,FALSE,FALSE
2013-05-13T05:20:17.000Z,90,0,FALSE,FALSE
2013-05-13T05:25:17.000Z,102,0,FALSE,FALSE
2013-05-13T05:30:17.000Z,113,0,FALSE,FALSE
2013-05-13T05:35:17.000Z,150,0,FALSE,FALSE
2013-05-13T18:35:17.000Z,150,0,FALSE,FALSE
2013-05-13T18:40:17.000Z,147,0,FALSE,FALSE
2013-05-13T18:45:17.000Z,124,0,FALSE,FALSE
2013-05-13T18:50:17.000Z,102,0,FALSE,FALSE
2013-05-13T18:55:17.000Z,150,0,FALSE,FALSE
2013-05-13T19:30:17.000Z,150,0,FALSE,FALSE
2013-05-13T19:35:17.000Z,45,0,FALSE,FALSE
2013-05-13T19:35:18.304Z,44.9,2,TRUE,TRUE
2013-05-13T19:40:17.000Z,22,0,FALSE,FALSE
2013-05-13T19:45:17.000Z,11,0,FALSE,FALSE
2013-05-13T20:00:17.000Z,11,0,FALSE,FALSE
2013-05-13T20:01:30.165Z,44.9,1,TRUE,TRUE
2013-05-13T20:05:17.000Z,150,0,FALSE,FALSE
2013-05-13T21:15:17.000Z,150,0,FALSE,FALSE
2013-05-13T21:19:48.810Z,44.9,2,TRUE,FALSE
2013-05-13T21:20:17.000Z,34,0,FALSE,FALSE
2013-05-13T21:25:17.000Z,11,0,FALSE,FALSE
2013-05-14T03:25:17.000Z,11,0,FALSE,FALSE
2013-05-14T03:30:17.000Z,34,0,FALSE,FALSE
2013-05-14T03:35:14.272Z,44.9,1,TRUE,FALSE
2013-05-14T03:35:17.000Z,45,0,FALSE,FALSE
2013-05-14T03:45:17.000Z,45,0,FALSE,FALSE
2013-05-14T03:50:17.000Z,56,0,FALSE,FALSE
2013-05-14T03:55:17.000Z,68,0,FALSE,FALSE
2013-05-14T04:00:17.000Z,79,0,FALSE,FALSE
2013-05-14T04:05:17.000Z,90,0,FALSE,FALSE
2013-05-14T04:10:17.000Z,113,0,FALSE,FALSE
2013-05-14T04:15:17.000Z,136,0,FALSE,FALSE
2013-05-14T04:20:17.000Z,147,0,FALSE,FALSE
2013-05-14T04:25:17.000Z,150,0,FALSE,FALSE
2013-05-14T18:05:17.000Z,150,0,FALSE,FALSE
2013-05-14T18:10:17.000Z,147,0,FALSE,FALSE
2013-05-14T18:15:17.000Z,136,0,FALSE,FALSE
2013-05-14T18:20:17.000Z,147,0,FALSE,FALSE
