tFirst,tSecond,type
2014-01-13 07:20:38,2014-01-13 18:10:17,1
2014-01-13 18:10:17,2014-01-14 07:09:30,2
2014-01-14 07:09:30,2014-01-14 18:14:35,1
2014-01-14 18:14:35,2014-01-15 07:18:23,2
2014-01-15 07:18:23,2014-01-15 18:02:54,1
2014-01-15 18:02:54,2014-01-16 07:17:39,2
2014-01-16 07:17:39,2014-01-16 18:19:35,1
2014-01-16 18:19:35,2014-01-17 07:23:49,2
2014-01-17 07:23:49,2014-01-17 17:57:32,1
2014-01-17 17:57:32,2014-01-18 07:11:33,2
2014-01-18 07:11:33,2014-01-18 17:54:35,1
2014-01-18 17:54:35,2014-01-19 07:08:49,2
2014-01-19 07:08:49,2014-01-19 18:19:34,1
2014-01-19 18:19:34,2014-01-20 07:10:57,2
2014-01-20 07:10:57,2014-01-20 18:07:53,1
2014-01-20 18:07:53,2014-01-21 07:13:48,2
2014-01-21 07:13:48,2014-01-21 18:06:25,1
2014-01-21 18:06:25,2014-01-22 07:14:29,2
2014-01-22 07:14:29,2014-01-22 18:20:15,1
2014-01-22 18:20:15,2014-01-23 07:08:22,2
2014-01-23 07:08:22,2014-01-23 18:29:34,1
2014-01-23 18:29:34,2014-01-24 07:03:22,2
2014-01-24 07:03:22,2014-01-24 18:20:59,1
2014-01-24 18:20:59,2014-01-25 07:03:47,2
2014-01-25 07:03:47,2014-01-25 18:35:14,1
2014-01-25 18:35:14,2014-01-26 07:03:14,2
2014-01-26 07:03:14,2014-01-26 18:25:40,1
2014-01-26 18:25:40,2014-01-27 07:08:14,2
2014-01-27 07:08:14,2014-01-27 18:20:47,1
2014-01-27 18:20:47,2014-01-28 06:59:28,2
2014-01-28 06:59:28,2014-01-28 18:22:14,1
2014-01-28 18:22:14,2014-01-29 07:07:14,2
2014-01-29 07:07:14,2014-01-29 18:16:47,1
2014-01-29 18:16:47,2014-01-30 07:01:31,2
2014-01-30 07:01:31,2014-01-30 18:20:13,1
2014-01-30 18:20:13,2014-01-31 07:11:08,2
2014-01-31 07:11:08,2014-01-31 18:35:46,1
2014-01-31 18:35:46,2014-02-01 06:58:46,2
2014-02-01 06:58:46,2014-02-01 18:25:13,1
2014-02-01 18:25:13,2014-02-02 06:54:25,2
2014-02-02 06:54:25,2014-02-02 18:36:23,1
2014-02-02 18:36:23,2014-02-03 07:08:46,2
2014-02-03 07:08:46,2014-02-03 18:36:11,1
2014-02-03 18:36:11,2014-02-04 07:10:30,2
2014-02-04 07:10:30,2014-02-04 18:19:32,1
2014-02-04 18:19:32,2014-02-05 07:04:27,2
2014-02-05 07:04:27,2014-02-05 18:19:31,1
2014-02-05 18:19:31,2014-02-06 07:03:45,2
2014-02-06 07:03:45,2014-02-06 18:34:38,1
2014-02-06 18:34:38,2014-02-07 06:51:29,2
2014-02-07 06:51:29,2014-02-07 18:34:31,1
2014-02-07 18:34:31,2014-02-08 07:06:07,2
2014-02-08 07:06:07,2014-02-08 18:24:31,1
2014-02-08 18:24:31,2014-02-09 07:08:45,2
2014-02-09 07:08:45,2014-02-09 18:34:31,1
2014-02-09 18:34:31,2014-02-10 06:54:26,2
2014-02-10 06:54:26,2014-02-10 18:37:28,1
2014-02-10 18:37:28,2014-02-11 06:59:25,2
2014-02-11 06:59:25,2014-02-11 18:44:30,1
2014-02-11 18:44:30,2014-02-12 06:57:34,2
2014-02-12 06:57:34,2014-02-12 18:39:30,1
2014-02-12 18:39:30,2014-02-13 06:53:18,2
2014-02-13 06:53:18,2014-02-13 18:41:44,1
2014-02-13 18:41:44,2014-02-14 06:48:44,2
2014-02-14 06:48:44,2014-02-14 18:36:21,1
2014-02-14 18:36:21,2014-02-15 06:56:06,2
2014-02-15 06:56:06,2014-02-15 18:35:37,1
2014-02-15 18:35:37,2014-02-16 06:48:00,2
2014-02-16 06:48:00,2014-02-16 18:45:43,1
2014-02-16 18:45:43,2014-02-17 06:53:17,2
2014-02-17 06:53:17,2014-02-17 18:39:29,1
2014-02-17 18:39:29,2014-02-18 06:55:01,2
2014-02-18 06:55:01,2014-02-18 18:54:29,1
2014-02-18 18:54:29,2014-02-19 06:47:33,2
2014-02-19 06:47:33,2014-02-19 18:54:29,1
2014-02-19 18:54:29,2014-02-20 06:51:27,2
2014-02-20 06:51:27,2014-02-20 18:40:43,1
2014-02-20 18:40:43,2014-02-21 06:43:43,2
2014-02-21 06:43:43,2014-02-21 18:24:36,1
2014-02-21 18:24:36,2014-02-22 06:43:17,2
2014-02-22 06:43:17,2014-02-22 18:31:18,1
2014-02-22 18:31:18,2014-02-23 06:38:16,2
2014-02-23 06:38:16,2014-02-23 18:31:39,1
2014-02-23 18:31:39,2014-02-24 06:42:09,2
2014-02-24 06:42:09,2014-02-24 18:55:09,1
2014-02-24 18:55:09,2014-02-25 06:43:09,2
2014-02-25 06:43:09,2014-02-25 18:46:19,1
2014-02-25 18:46:19,2014-02-26 06:41:04,2
2014-02-26 06:41:04,2014-02-26 18:51:58,1
2014-02-26 18:51:58,2014-02-27 06:42:25,2
2014-02-27 06:42:25,2014-02-27 18:42:00,1
2014-02-27 18:42:00,2014-02-28 06:29:20,2
2014-02-28 06:29:20,2014-02-28 18:51:41,1
2014-02-28 18:51:41,2014-03-01 06:39:22,2
2014-03-01 06:39:22,2014-03-01 18:56:41,1
2014-03-01 18:56:41,2014-03-02 06:34:22,2
2014-03-02 06:34:22,2014-03-02 18:54:27,1
2014-03-02 18:54:27,2014-03-03 06:29:22,2
2014-03-03 06:29:22,2014-03-03 18:58:15,1
2014-03-03 18:58:15,2014-03-04 06:29:22,2
2014-03-04 06:29:22,2014-03-04 18:56:57,1
2014-03-04 18:56:57,2014-03-05 06:23:41,2
2014-03-05 06:23:41,2014-03-05 19:05:07,1
2014-03-05 19:05:07,2014-03-06 06:26:24,2
2014-03-06 06:26:24,2014-03-06 19:00:07,1
2014-03-06 19:00:07,2014-03-07 06:24:19,2
2014-03-07 06:24:19,2014-03-07 19:03:08,1
2014-03-07 19:03:08,2014-03-08 06:23:14,2
2014-03-08 06:23:14,2014-03-08 18:48:14,1
2014-03-08 18:48:14,2014-03-09 06:24:21,2
2014-03-09 06:24:21,2014-03-09 18:56:24,1
2014-03-09 18:56:24,2014-03-10 06:22:07,2
2014-03-10 06:22:07,2014-03-10 19:05:33,1
2014-03-10 19:05:33,2014-03-11 06:23:14,2
2014-03-11 06:23:14,2014-03-11 19:00:06,1
2014-03-11 19:00:06,2014-03-12 06:19:20,2
2014-03-12 06:19:20,2014-03-12 18:50:32,1
2014-03-12 18:50:32,2014-03-13 06:18:06,2
2014-03-13 06:18:06,2014-03-13 19:01:39,1
2014-03-13 19:01:39,2014-03-14 06:17:29,2
2014-03-14 06:17:29,2014-03-14 18:59:32,1
2014-03-14 18:59:32,2014-03-15 06:16:01,2
2014-03-15 06:16:01,2014-03-15 19:02:22,1
2014-03-15 19:02:22,2014-03-16 06:12:06,2
2014-03-16 06:12:06,2014-03-16 19:04:25,1
2014-03-16 19:04:25,2014-03-17 06:11:22,2
2014-03-17 06:11:22,2014-03-17 19:10:05,1
2014-03-17 19:10:05,2014-03-18 06:09:12,2
2014-03-18 06:09:12,2014-03-18 19:14:24,1
2014-03-18 19:14:24,2014-03-19 06:11:58,2
2014-03-19 06:11:58,2014-03-19 19:11:38,1
2014-03-19 19:11:38,2014-03-20 06:36:22,2
2014-03-20 06:36:22,2014-03-20 19:09:24,1
2014-03-20 19:09:24,2014-03-21 06:06:22,2
2014-03-21 06:06:22,2014-03-21 18:54:24,1
2014-03-21 18:54:24,2014-03-22 06:10:47,2
2014-03-22 06:10:47,2014-03-22 19:20:37,1
2014-03-22 19:20:37,2014-03-23 06:02:04,2
2014-03-23 06:02:04,2014-03-23 19:09:23,1
2014-03-23 19:09:23,2014-03-24 06:02:27,2
2014-03-24 06:02:27,2014-03-24 19:15:37,1
2014-03-24 19:15:37,2014-03-25 05:52:04,2
2014-03-25 05:52:04,2014-03-25 19:16:14,1
2014-03-25 19:16:14,2014-03-26 05:54:16,2
2014-03-26 05:54:16,2014-03-26 19:20:48,1
2014-03-26 19:20:48,2014-03-27 05:57:53,2
2014-03-27 05:57:53,2014-03-27 19:10:04,1
2014-03-27 19:10:04,2014-03-28 06:05:59,2
2014-03-28 06:05:59,2014-03-28 19:20:03,1
2014-03-28 19:20:03,2014-03-29 05:53:03,2
2014-03-29 05:53:03,2014-03-29 19:20:03,1
2014-03-29 19:20:03,2014-03-30 05:48:36,2
2014-03-30 05:48:36,2014-03-30 19:20:36,1
2014-03-30 19:20:36,2014-03-31 05:47:26,2
2014-03-31 05:47:26,2014-03-31 19:15:29,1
2014-03-31 19:15:29,2014-04-01 05:55:35,2
2014-04-01 05:55:35,2014-04-01 19:09:24,1
2014-04-01 19:09:24,2014-04-02 05:48:36,2
2014-04-02 05:48:36,2014-04-02 19:25:47,1
2014-04-02 19:25:47,2014-04-03 05:48:09,2
2014-04-03 05:48:09,2014-04-03 19:24:21,1
2014-04-03 19:24:21,2014-04-04 05:48:09,2
2014-04-04 05:48:09,2014-04-04 19:15:46,1
2014-04-04 19:15:46,2014-04-05 05:39:16,2
2014-04-05 05:39:16,2014-04-05 19:23:09,1
2014-04-05 19:23:09,2014-04-06 05:42:02,2
2014-04-06 05:42:02,2014-04-06 19:27:40,1
2014-04-06 19:27:40,2014-04-07 05:29:16,2
2014-04-07 05:29:16,2014-04-07 19:30:02,1
2014-04-07 19:30:02,2014-04-08 05:45:48,2
2014-04-08 05:45:48,2014-04-08 19:22:10,1
2014-04-08 19:22:10,2014-04-09 05:46:16,2
2014-04-09 05:46:16,2014-04-09 19:32:17,1
2014-04-09 19:32:17,2014-04-10 05:49:08,2
2014-04-10 05:49:08,2014-04-10 19:26:34,1
2014-04-10 19:26:34,2014-04-11 05:38:34,2
2014-04-11 05:38:34,2014-04-11 19:29:27,1
2014-04-11 19:29:27,2014-04-12 05:33:01,2
2014-04-12 05:33:01,2014-04-12 19:30:45,1
2014-04-12 19:30:45,2014-04-13 05:34:15,2
2014-04-13 05:34:15,2014-04-13 19:37:17,1
2014-04-13 19:37:17,2014-04-14 05:36:18,2
2014-04-14 05:36:18,2014-04-14 19:39:19,1
2014-04-14 19:39:19,2014-04-15 05:38:33,2
2014-04-15 05:38:33,2014-04-15 19:39:19,1
2014-04-15 19:39:19,2014-04-16 05:32:00,2
2014-04-16 05:32:00,2014-04-16 19:40:00,1
2014-04-16 19:40:00,2014-04-17 05:22:23,2
2014-04-17 05:22:23,2014-04-17 19:40:26,1
2014-04-17 19:40:26,2014-04-18 05:20:55,2
2014-04-18 05:20:55,2014-04-18 19:35:33,1
2014-04-18 19:35:33,2014-04-19 05:33:07,2
2014-04-19 05:33:07,2014-04-19 19:34:19,1
2014-04-19 19:34:19,2014-04-20 05:21:59,2
2014-04-20 05:21:59,2014-04-20 19:36:23,1
2014-04-20 19:36:23,2014-04-21 05:18:32,2
2014-04-21 05:18:32,2014-04-21 19:44:59,1
2014-04-21 19:44:59,2014-04-22 04:54:13,2
2014-04-22 04:54:13,2014-04-22 19:22:15,1
2014-04-22 19:22:15,2014-04-23 04:29:13,2
2014-04-23 04:29:13,2014-04-23 19:24:18,1
2014-04-23 19:24:18,2014-04-24 04:34:11,2
2014-04-24 04:34:11,2014-04-24 19:19:18,1
2014-04-24 19:19:18,2014-04-25 04:36:59,2
2014-04-25 04:36:59,2014-04-25 19:19:58,1
2014-04-25 19:19:58,2014-04-26 04:24:12,2
2014-04-26 04:24:12,2014-04-26 19:16:31,1
2014-04-26 19:16:31,2014-04-27 04:28:31,2
2014-04-27 04:28:31,2014-04-27 19:25:31,1
2014-04-27 19:25:31,2014-04-28 04:37:33,2
2014-04-28 04:37:33,2014-04-28 19:25:31,1
2014-04-28 19:25:31,2014-04-29 04:41:28,2
2014-04-29 04:41:28,2014-04-29 19:29:58,1
2014-04-29 19:29:58,2014-04-30 04:19:10,2
2014-04-30 04:19:10,2014-04-30 19:35:31,1
2014-04-30 19:35:31,2014-05-01 03:58:31,2
2014-05-01 03:58:31,2014-05-01 19:39:23,1
2014-05-01 19:39:23,2014-05-02 03:57:57,2
2014-05-02 03:57:57,2014-05-02 19:59:57,1
2014-05-02 19:59:57,2014-05-03 03:34:11,2
2014-05-03 03:34:11,2014-05-03 19:59:18,1
2014-05-03 19:59:18,2014-05-04 03:34:04,2
2014-05-04 03:34:04,2014-05-04 19:59:57,1
2014-05-04 19:59:57,2014-05-05 03:17:57,2
2014-05-05 03:17:57,2014-05-05 19:49:16,1
2014-05-05 19:49:16,2014-05-06 03:54:09,2
2014-05-06 03:54:09,2014-05-06 19:50:23,1
2014-05-06 19:50:23,2014-05-07 03:14:03,2
2014-05-07 03:14:03,2014-05-07 19:59:17,1
2014-05-07 19:59:17,2014-05-08 03:24:08,2
2014-05-08 03:24:08,2014-05-08 19:46:29,1
2014-05-08 19:46:29,2014-05-09 03:21:13,2
2014-05-09 03:21:13,2014-05-09 20:14:15,1
2014-05-09 20:14:15,2014-05-10 02:56:56,2
2014-05-10 02:56:56,2014-05-10 20:04:17,1
2014-05-10 20:04:17,2014-05-11 03:14:08,2
2014-05-11 03:14:08,2014-05-11 20:04:15,1
2014-05-11 20:04:15,2014-05-12 03:07:56,2
2014-05-12 03:07:56,2014-05-12 20:11:28,1
2014-05-12 20:11:28,2014-05-13 02:54:09,2
2014-05-13 02:54:09,2014-05-13 20:19:14,1
2014-05-13 20:19:14,2014-05-14 02:59:09,2
2014-05-14 02:59:09,2014-05-14 20:19:16,1
2014-05-14 20:19:16,2014-05-15 03:09:09,2
2014-05-15 03:09:09,2014-05-15 20:24:21,1
2014-05-15 20:24:21,2014-05-16 02:56:55,2
2014-05-16 02:56:55,2014-05-16 20:24:14,1
2014-05-16 20:24:14,2014-05-17 02:46:55,2
2014-05-17 02:46:55,2014-05-17 20:29:16,1
2014-05-17 20:29:16,2014-05-18 02:39:07,2
2014-05-18 02:39:07,2014-05-18 20:34:54,1
2014-05-18 20:34:54,2014-05-19 02:43:27,2
2014-05-19 02:43:27,2014-05-19 20:31:27,1
2014-05-19 20:31:27,2014-05-20 02:52:54,2
2014-05-20 02:52:54,2014-05-20 20:29:15,1
2014-05-20 20:29:15,2014-05-21 02:49:01,2
2014-05-21 02:49:01,2014-05-21 20:21:27,1
2014-05-21 20:21:27,2014-05-22 02:54:06,2
2014-05-22 02:54:06,2014-05-22 20:24:20,1
2014-05-22 20:24:20,2014-05-23 02:46:11,2
2014-05-23 02:46:11,2014-05-23 19:32:10,1
2014-05-23 19:32:10,2014-05-24 03:39:23,2
2014-05-24 03:39:23,2014-05-24 20:02:47,1
2014-05-24 20:02:47,2014-05-25 03:39:22,2
2014-05-25 03:39:22,2014-05-25 20:42:09,1
2014-05-25 20:42:09,2014-05-26 02:29:05,2
2014-05-26 02:29:05,2014-05-26 20:11:26,1
2014-05-26 20:11:26,2014-05-27 02:34:05,2
2014-05-27 02:34:05,2014-05-27 15:19:19,1
2014-05-27 15:19:19,2014-05-27 20:21:26,2
2014-05-27 20:21:26,2014-05-28 02:54:00,2
2014-05-28 02:54:00,2014-05-28 20:24:14,1
2014-05-28 20:24:14,2014-05-29 02:41:53,2
2014-05-29 02:41:53,2014-05-29 20:46:25,1
2014-05-29 20:46:25,2014-05-30 02:28:59,2
2014-05-30 02:28:59,2014-05-30 20:59:11,1
2014-05-30 20:59:11,2014-05-31 02:16:52,2
2014-05-31 02:16:52,2014-05-31 20:45:18,1
2014-05-31 20:45:18,2014-06-01 02:28:59,2
2014-06-01 02:28:59,2014-06-01 20:41:25,1
2014-06-01 20:41:25,2014-06-02 02:17:59,2
2014-06-02 02:17:59,2014-06-02 20:39:13,1
2014-06-02 20:39:13,2014-06-03 02:26:09,2
2014-06-03 02:26:09,2014-06-03 20:40:18,1
2014-06-03 20:40:18,2014-06-04 02:24:04,2
2014-06-04 02:24:04,2014-06-04 18:02:56,1
2014-06-04 18:02:56,2014-06-05 03:00:45,2
2014-06-05 03:00:45,2014-06-05 18:59:17,1
2014-06-05 18:59:17,2014-06-06 03:05:32,2
2014-06-06 03:05:32,2014-06-06 20:22:32,1
2014-06-06 20:22:32,2014-06-07 03:48:58,2
2014-06-07 03:48:58,2014-06-07 20:40:35,1
2014-06-07 20:40:35,2014-06-08 02:28:24,2
2014-06-08 02:28:24,2014-06-08 20:54:10,1
2014-06-08 20:54:10,2014-06-09 02:28:24,2
2014-06-09 02:28:24,2014-06-09 18:54:17,1
2014-06-09 18:54:17,2014-06-10 05:49:18,2
2014-06-10 05:49:18,2014-06-10 20:14:16,1
2014-06-10 20:14:16,2014-06-11 03:38:57,2
2014-06-11 03:38:57,2014-06-11 06:47:13,1
2014-06-11 06:47:13,2014-06-11 08:20:16,2
2014-06-11 08:20:16,2014-06-11 09:36:57,2
2014-06-11 09:36:57,2014-06-11 14:05:22,2
2014-06-11 14:05:22,2014-06-11 15:36:49,1
2014-06-11 15:36:49,2014-06-12 05:39:04,2
2014-06-12 05:39:04,2014-06-12 05:39:09,1
2014-06-12 05:39:09,2014-06-21 05:49:03,2
