datetime,light
2014-06-02 15:49:09,56.78
2014-06-02 15:54:09,150
2014-06-02 16:29:09,150
2014-06-02 16:34:09,79.49
2014-06-02 16:39:09,79.49
2014-06-02 16:44:09,68.13
2014-06-02 16:54:09,68.13
2014-06-02 16:59:09,56.78
2014-06-02 17:04:09,150
2014-06-02 20:24:09,150
2014-06-02 20:29:09,102.2
2014-06-02 20:34:09,45.42
2014-06-02 20:39:09,45.42
2014-06-02 20:44:09,22.71
2014-06-02 20:49:09,11.36
2014-06-03 02:14:09,11.36
2014-06-03 02:19:09,34.07
2014-06-03 02:24:09,34.07
2014-06-03 02:29:09,68.13
2014-06-03 02:34:09,79.49
2014-06-03 02:39:09,136.27
2014-06-03 02:44:09,150
2014-06-03 05:39:09,150
2014-06-03 05:44:09,45.42
2014-06-03 05:49:09,45.42
2014-06-03 05:54:09,68.13
2014-06-03 05:59:09,34.07
2014-06-03 06:04:09,45.42
2014-06-03 06:54:09,45.42
2014-06-03 06:59:09,102.2
2014-06-03 07:04:09,150
2014-06-03 07:09:09,45.42
2014-06-03 07:14:09,150
2014-06-03 07:19:09,68.13
2014-06-03 07:39:09,68.13
2014-06-03 07:44:09,79.49
2014-06-03 07:49:09,79.49
2014-06-03 07:54:09,68.13
2014-06-03 07:59:09,79.49
2014-06-03 08:04:09,68.13
2014-06-03 08:19:09,68.13
2014-06-03 08:24:09,79.49
2014-06-03 08:59:09,79.49
2014-06-03 09:04:09,90.84
2014-06-03 09:14:09,90.84
2014-06-03 09:19:09,136.27
2014-06-03 09:24:09,124.91
2014-06-03 09:29:09,102.2
2014-06-03 09:34:09,150
2014-06-03 09:39:09,90.84
2014-06-03 09:44:09,102.2
2014-06-03 09:59:09,102.2
2014-06-03 10:04:09,124.91
2014-06-03 10:09:09,147.62
2014-06-03 10:14:09,124.91
2014-06-03 10:19:09,147.62
2014-06-03 10:24:09,124.91
2014-06-03 10:29:09,113.56
2014-06-03 10:34:09,102.2
2014-06-03 10:39:09,102.2
2014-06-03 10:44:09,124.91
2014-06-03 10:49:09,113.56
2014-06-03 10:54:09,113.56
2014-06-03 10:59:09,102.2
2014-06-03 11:04:09,79.49
2014-06-03 11:09:09,79.49
2014-06-03 11:14:09,68.13
2014-06-03 11:19:09,68.13
