tFirst,tSecond,type
2012-02-19 11:31:56,2012-02-19 23:32:56,1
2012-02-19 23:32:56,2012-02-20 11:22:05,2
2012-02-20 11:22:05,2012-02-20 23:29:25,1
2012-02-20 23:29:25,2012-02-21 11:25:55,2
2012-02-21 11:25:55,2012-02-21 23:30:45,1
2012-02-21 23:30:45,2012-02-22 11:27:55,2
2012-02-22 11:27:55,2012-02-22 23:33:24,1
2012-02-22 23:33:24,2012-02-23 11:25:54,2
2012-02-23 11:25:54,2012-02-23 23:33:39,1
2012-02-23 23:33:39,2012-02-24 11:28:44,2
2012-02-24 11:28:44,2012-02-24 23:36:18,1
2012-02-24 23:36:18,2012-02-25 11:21:53,2
2012-02-25 11:21:53,2012-02-25 23:33:53,1
2012-02-25 23:33:53,2012-02-26 11:36:27,2
2012-02-26 11:36:27,2012-02-26 23:33:23,1
2012-02-26 23:33:23,2012-02-27 11:24:53,2
2012-02-27 11:24:53,2012-02-27 23:37:52,1
2012-02-27 23:37:52,2012-02-28 11:27:22,2
2012-02-28 11:27:22,2012-02-28 23:45:22,1
2012-02-28 23:45:22,2012-02-29 11:22:42,2
2012-02-29 11:22:42,2012-02-29 23:46:42,1
2012-02-29 23:46:42,2012-03-01 11:24:42,2
2012-03-01 11:24:42,2012-03-01 23:48:01,1
2012-03-01 23:48:01,2012-03-02 11:22:41,2
2012-03-02 11:22:41,2012-03-02 23:48:41,1
2012-03-02 23:48:41,2012-03-03 11:20:46,2
2012-03-03 11:20:46,2012-03-03 23:46:51,1
2012-03-03 23:46:51,2012-03-04 11:25:50,2
2012-03-04 11:25:50,2012-03-04 23:49:20,1
2012-03-04 23:49:20,2012-03-05 11:21:50,2
2012-03-05 11:21:50,2012-03-05 23:48:17,1
2012-03-05 23:48:17,2012-03-06 11:18:35,2
2012-03-06 11:18:35,2012-03-06 23:48:49,1
2012-03-06 23:48:49,2012-03-07 11:19:19,2
2012-03-07 11:19:19,2012-03-07 23:49:59,1
2012-03-07 23:49:59,2012-03-08 11:22:24,2
2012-03-08 11:22:24,2012-03-08 23:51:19,1
2012-03-08 23:51:19,2012-03-09 11:16:55,2
2012-03-09 11:16:55,2012-03-09 23:30:10,1
2012-03-09 23:30:10,2012-03-10 11:19:48,2
2012-03-10 11:19:48,2012-03-10 23:50:38,1
2012-03-10 23:50:38,2012-03-11 11:16:30,2
2012-03-11 11:16:30,2012-03-11 23:55:18,1
2012-03-11 23:55:18,2012-03-12 11:17:57,2
2012-03-12 11:17:57,2012-03-12 23:55:41,1
2012-03-12 23:55:41,2012-03-13 11:16:24,2
2012-03-13 11:16:24,2012-03-13 23:55:57,1
2012-03-13 23:55:57,2012-03-14 11:12:27,2
2012-03-14 11:12:27,2012-03-14 23:57:01,1
2012-03-14 23:57:01,2012-03-15 11:08:26,2
2012-03-15 11:08:26,2012-03-15 23:53:53,1
2012-03-15 23:53:53,2012-03-16 11:08:26,2
2012-03-16 11:08:26,2012-03-16 23:56:36,1
2012-03-16 23:56:36,2012-03-17 11:07:56,2
2012-03-17 11:07:56,2012-03-17 23:56:45,1
2012-03-17 23:56:45,2012-03-18 11:09:30,2
2012-03-18 11:09:30,2012-03-18 23:55:15,1
2012-03-18 23:55:15,2012-03-19 11:09:15,2
2012-03-19 11:09:15,2012-03-19 23:58:45,1
2012-03-19 23:58:45,2012-03-20 11:04:44,2
2012-03-20 11:04:44,2012-03-20 23:56:11,1
2012-03-20 23:56:11,2012-03-21 11:04:44,2
2012-03-21 11:04:44,2012-03-21 23:59:44,1
2012-03-21 23:59:44,2012-03-22 11:05:14,2
2012-03-22 11:05:14,2012-03-23 00:01:53,1
2012-03-23 00:01:53,2012-03-23 11:02:49,2
2012-03-23 11:02:49,2012-03-23 23:53:58,1
2012-03-23 23:53:58,2012-03-24 11:02:33,2
2012-03-24 11:02:33,2012-03-25 00:03:28,1
2012-03-25 00:03:28,2012-03-25 10:57:43,2
2012-03-25 10:57:43,2012-03-26 00:02:00,1
2012-03-26 00:02:00,2012-03-26 10:56:57,2
2012-03-26 10:56:57,2012-03-27 00:03:27,1
2012-03-27 00:03:27,2012-03-27 10:54:48,2
2012-03-27 10:54:48,2012-03-27 23:57:42,1
2012-03-27 23:57:42,2012-03-28 10:52:23,2
2012-03-28 10:52:23,2012-03-28 23:46:02,1
2012-03-28 23:46:02,2012-03-29 10:29:26,2
2012-03-29 10:29:26,2012-03-29 23:51:59,1
2012-03-29 23:51:59,2012-03-30 10:32:29,2
2012-03-30 10:32:29,2012-03-30 23:51:40,1
2012-03-30 23:51:40,2012-03-31 10:36:32,2
2012-03-31 10:36:32,2012-03-31 23:49:40,1
2012-03-31 23:49:40,2012-04-01 10:31:00,2
2012-04-01 10:31:00,2012-04-01 23:56:30,1
2012-04-01 23:56:30,2012-04-02 10:32:39,2
2012-04-02 10:32:39,2012-04-02 23:57:09,1
2012-04-02 23:57:09,2012-04-03 10:26:31,2
2012-04-03 10:26:31,2012-04-04 00:01:33,1
2012-04-04 00:01:33,2012-04-04 10:26:39,2
2012-04-04 10:26:39,2012-04-05 00:03:39,1
2012-04-05 00:03:39,2012-04-05 10:17:38,2
2012-04-05 10:17:38,2012-04-06 00:12:38,1
2012-04-06 00:12:38,2012-04-06 10:28:38,2
2012-04-06 10:28:38,2012-04-07 00:21:38,1
2012-04-07 00:21:38,2012-04-07 10:27:38,2
2012-04-07 10:27:38,2012-04-08 00:18:37,1
2012-04-08 00:18:37,2012-04-08 10:28:37,2
2012-04-08 10:28:37,2012-04-09 00:23:17,1
2012-04-09 00:23:17,2012-04-09 10:27:47,2
2012-04-09 10:27:47,2012-04-10 00:21:52,1
2012-04-10 00:21:52,2012-04-10 10:24:51,2
2012-04-10 10:24:51,2012-04-11 00:19:06,1
2012-04-11 00:19:06,2012-04-11 10:20:16,2
2012-04-11 10:20:16,2012-04-12 00:25:36,1
2012-04-12 00:25:36,2012-04-12 10:19:46,2
2012-04-12 10:19:46,2012-04-13 00:26:36,1
2012-04-13 00:26:36,2012-04-13 10:17:20,2
2012-04-13 10:17:20,2012-04-14 00:28:35,1
2012-04-14 00:28:35,2012-04-14 10:15:35,2
2012-04-14 10:15:35,2012-04-15 00:22:35,1
2012-04-15 00:22:35,2012-04-15 10:19:45,2
2012-04-15 10:19:45,2012-04-16 00:27:44,1
2012-04-16 00:27:44,2012-04-16 10:13:34,2
2012-04-16 10:13:34,2012-04-17 00:31:04,1
2012-04-17 00:31:04,2012-04-17 10:12:34,2
2012-04-17 10:12:34,2012-04-18 00:32:24,1
2012-04-18 00:32:24,2012-04-18 10:10:33,2
2012-04-18 10:10:33,2012-04-19 00:39:27,1
2012-04-19 00:39:27,2012-04-19 10:10:23,2
2012-04-19 10:10:23,2012-04-20 00:33:33,1
2012-04-20 00:33:33,2012-04-20 10:08:23,2
2012-04-20 10:08:23,2012-04-21 00:24:22,1
2012-04-21 00:24:22,2012-04-21 10:15:32,2
2012-04-21 10:15:32,2012-04-22 00:25:47,1
2012-04-22 00:25:47,2012-04-22 10:12:22,2
2012-04-22 10:12:22,2012-04-23 00:35:02,1
2012-04-23 00:35:02,2012-04-23 10:05:32,2
2012-04-23 10:05:32,2012-04-24 00:31:41,1
2012-04-24 00:31:41,2012-04-24 10:03:41,2
2012-04-24 10:03:41,2012-04-25 00:39:41,1
2012-04-25 00:39:41,2012-04-25 09:55:31,2
2012-04-25 09:55:31,2012-04-26 00:37:41,1
2012-04-26 00:37:41,2012-04-26 10:05:00,2
2012-04-26 10:05:00,2012-04-27 00:42:30,1
2012-04-27 00:42:30,2012-04-27 10:01:30,2
2012-04-27 10:01:30,2012-04-28 00:41:34,1
2012-04-28 00:41:34,2012-04-28 09:59:30,2
2012-04-28 09:59:30,2012-04-29 00:45:29,1
2012-04-29 00:45:29,2012-04-29 09:49:39,2
2012-04-29 09:49:39,2012-04-30 00:45:39,1
2012-04-30 00:45:39,2012-04-30 09:54:59,2
2012-04-30 09:54:59,2012-05-01 00:36:29,1
2012-05-01 00:36:29,2012-05-01 09:52:59,2
2012-05-01 09:52:59,2012-05-02 00:48:28,1
2012-05-02 00:48:28,2012-05-02 09:54:58,2
2012-05-02 09:54:58,2012-05-03 00:51:28,1
2012-05-03 00:51:28,2012-05-03 09:45:38,2
2012-05-03 09:45:38,2012-05-04 00:49:22,1
2012-05-04 00:49:22,2012-05-04 09:45:37,2
2012-05-04 09:45:37,2012-05-05 00:50:57,1
2012-05-05 00:50:57,2012-05-05 09:48:00,2
2012-05-05 09:48:00,2012-05-06 00:55:27,1
2012-05-06 00:55:27,2012-05-06 09:40:57,2
2012-05-06 09:40:57,2012-05-07 00:54:16,1
2012-05-07 00:54:16,2012-05-07 09:49:26,2
2012-05-07 09:49:26,2012-05-08 00:50:26,1
2012-05-08 00:50:26,2012-05-08 09:50:11,2
2012-05-08 09:50:11,2012-05-09 00:59:11,1
2012-05-09 00:59:11,2012-05-09 09:36:11,2
2012-05-09 09:36:11,2012-05-10 01:00:25,1
2012-05-10 01:00:25,2012-05-10 09:45:25,2
2012-05-10 09:45:25,2012-05-11 01:00:55,1
2012-05-11 01:00:55,2012-05-11 09:35:25,2
2012-05-11 09:35:25,2012-05-12 01:01:35,1
2012-05-12 01:01:35,2012-05-12 09:32:39,2
2012-05-12 09:32:39,2012-05-13 01:00:24,1
2012-05-13 01:00:24,2012-05-13 09:38:39,2
2012-05-13 09:38:39,2012-05-14 01:03:09,1
2012-05-14 01:03:09,2012-05-14 09:30:54,2
2012-05-14 09:30:54,2012-05-15 01:06:53,1
2012-05-15 01:06:53,2012-05-15 09:31:23,2
2012-05-15 09:31:23,2012-05-16 00:53:48,1
2012-05-16 00:53:48,2012-05-16 09:30:35,2
2012-05-16 09:30:35,2012-05-17 00:53:48,1
2012-05-17 00:53:48,2012-05-17 09:55:08,2
2012-05-17 09:55:08,2012-05-18 00:55:47,1
2012-05-18 00:55:47,2012-05-18 09:47:52,2
2012-05-18 09:47:52,2012-05-19 01:07:33,1
2012-05-19 01:07:33,2012-05-19 09:51:56,2
2012-05-19 09:51:56,2012-05-20 00:47:47,1
