datetime,light
2011-12-09 22:52:53,64
2011-12-09 22:54:53,48
2011-12-09 22:56:53,22
2011-12-09 22:58:53,5
2011-12-09 23:00:53,2
2011-12-09 23:02:53,0
2011-12-10 11:28:52,0
2011-12-10 11:30:52,3
2011-12-10 11:32:52,4
2011-12-10 11:34:52,9
2011-12-10 11:36:52,54
2011-12-10 11:38:52,64
2011-12-10 22:44:52,64
2011-12-10 22:46:52,48
2011-12-10 22:48:52,34
2011-12-10 22:50:52,22
2011-12-10 22:52:52,20
2011-12-10 22:54:52,14
2011-12-10 22:56:52,6
2011-12-10 22:58:52,3
2011-12-10 23:00:52,1
2011-12-10 23:02:52,0
2011-12-11 11:28:52,0
2011-12-11 11:30:52,2
2011-12-11 11:32:52,5
2011-12-11 11:34:52,7
2011-12-11 11:36:52,12
2011-12-11 11:38:52,26
2011-12-11 11:40:52,44
2011-12-11 11:42:52,64
2011-12-11 22:52:52,64
2011-12-11 22:54:52,54
2011-12-11 22:56:52,36
2011-12-11 22:58:52,22
2011-12-11 23:00:52,15
2011-12-11 23:02:52,0
2011-12-12 11:26:52,0
2011-12-12 11:28:52,1
2011-12-12 11:30:52,1
2011-12-12 11:32:52,5
2011-12-12 11:34:52,10
2011-12-12 11:36:52,17
2011-12-12 11:38:52,28
2011-12-12 11:40:52,64
2011-12-12 22:56:52,64
2011-12-12 22:58:52,52
2011-12-12 23:00:52,13
2011-12-12 23:02:52,7
2011-12-12 23:04:52,0
2011-12-13 11:28:51,0
2011-12-13 11:30:51,2
2011-12-13 11:32:51,5
2011-12-13 11:34:51,10
2011-12-13 11:36:51,15
2011-12-13 11:38:51,30
2011-12-13 11:40:51,50
2011-12-13 11:42:51,64
2011-12-13 22:56:51,64
2011-12-13 22:58:51,44
2011-12-13 23:00:51,16
2011-12-13 23:02:51,5
2011-12-13 23:04:51,5
2011-12-13 23:06:51,2
2011-12-13 23:08:51,0
2011-12-14 11:32:51,0
2011-12-14 11:34:51,1
2011-12-14 11:36:51,3
2011-12-14 11:38:51,9
2011-12-14 11:40:51,14
2011-12-14 11:42:51,46
2011-12-14 11:44:51,64
2011-12-14 22:56:51,64
2011-12-14 22:58:51,30
2011-12-14 23:00:51,17
2011-12-14 23:02:51,2
2011-12-14 23:04:51,0
2011-12-15 11:34:51,0
2011-12-15 11:36:51,3
2011-12-15 11:38:51,7
2011-12-15 11:40:51,18
2011-12-15 11:42:51,11
2011-12-15 11:44:51,54
2011-12-15 11:46:51,64
2011-12-15 22:54:50,64
2011-12-15 22:56:50,56
2011-12-15 22:58:50,30
2011-12-15 23:00:50,20
2011-12-15 23:02:50,15
2011-12-15 23:04:50,8
2011-12-15 23:06:50,3
2011-12-15 23:08:50,1
2011-12-15 23:10:50,0
2011-12-16 11:32:50,0
2011-12-16 11:34:50,1
2011-12-16 11:36:50,3
2011-12-16 11:38:50,7
2011-12-16 11:40:50,13
2011-12-16 11:42:50,22
2011-12-16 11:44:50,34
2011-12-16 11:46:50,52
2011-12-16 11:48:50,64
2011-12-16 22:54:50,64
2011-12-16 22:56:50,52
2011-12-16 22:58:50,26
2011-12-16 23:00:50,17
2011-12-16 23:02:50,4
2011-12-16 23:04:50,1
2011-12-16 23:06:50,0
2011-12-17 11:32:50,0
2011-12-17 11:34:50,1
2011-12-17 11:36:50,5
2011-12-17 11:38:50,8
2011-12-17 11:40:50,17
2011-12-17 11:42:50,22
2011-12-17 11:44:50,64
2011-12-17 22:54:50,64
2011-12-17 22:56:50,52
2011-12-17 22:58:50,15
2011-12-17 23:00:50,9
2011-12-17 23:02:50,4
2011-12-17 23:04:50,1
2011-12-17 23:06:50,0
2011-12-18 11:36:49,0
2011-12-18 11:38:49,2
2011-12-18 11:40:49,3
2011-12-18 11:42:49,6
2011-12-18 11:44:49,13
2011-12-18 11:46:49,20
2011-12-18 11:48:49,44
2011-12-18 11:50:49,64
2011-12-18 22:54:49,64
2011-12-18 22:56:49,58
2011-12-18 22:58:49,15
2011-12-18 23:00:49,8
2011-12-18 23:02:49,0
2011-12-19 11:34:49,0
2011-12-19 11:36:49,1
2011-12-19 11:38:49,3
2011-12-19 11:40:49,7
2011-12-19 11:42:49,13
2011-12-19 11:44:49,54
2011-12-19 11:46:49,64
2011-12-19 22:56:49,64
2011-12-19 22:58:49,28
2011-12-19 23:00:49,7
2011-12-19 23:02:49,3
2011-12-19 23:04:49,1
2011-12-19 23:06:49,0
2011-12-20 11:36:49,0
2011-12-20 11:38:49,1
2011-12-20 11:40:49,2
2011-12-20 11:42:49,3
2011-12-20 11:44:49,11
2011-12-20 11:46:49,24
2011-12-20 11:48:49,56
2011-12-20 11:50:49,64
2011-12-20 22:54:49,64
2011-12-20 22:56:49,60
2011-12-20 22:58:49,50
2011-12-20 23:00:49,13
2011-12-20 23:02:49,9
2011-12-20 23:04:49,3
2011-12-20 23:06:49,0
2011-12-21 11:34:48,0
2011-12-21 11:36:48,2
2011-12-21 11:38:48,5
2011-12-21 11:40:48,8
2011-12-21 11:42:48,14
2011-12-21 11:44:48,20
2011-12-21 11:46:48,64
2011-12-21 22:58:48,64
2011-12-21 23:00:48,52
2011-12-21 23:02:48,11
2011-12-21 23:04:48,6
2011-12-21 23:06:48,3
2011-12-21 23:08:48,0
2011-12-22 11:34:48,0
2011-12-22 11:36:48,1
2011-12-22 11:38:48,5
2011-12-22 11:40:48,11
2011-12-22 11:42:48,22
2011-12-22 11:44:48,64
2011-12-22 22:58:48,64
2011-12-22 23:00:48,52
2011-12-22 23:02:48,22
2011-12-22 23:04:48,14
2011-12-22 23:06:48,4
2011-12-22 23:08:48,2
2011-12-22 23:10:48,0
2011-12-23 11:36:48,0
2011-12-23 11:38:48,2
2011-12-23 11:40:48,14
2011-12-23 11:42:48,34
2011-12-23 11:44:48,54
2011-12-23 11:46:48,64
2011-12-23 23:00:47,64
2011-12-23 23:02:47,54
2011-12-23 23:04:47,5
2011-12-23 23:06:47,2
2011-12-23 23:08:47,1
2011-12-23 23:10:47,0
2011-12-24 11:32:47,0
2011-12-24 11:34:47,1
2011-12-24 11:36:47,4
2011-12-24 11:38:47,9
2011-12-24 11:40:47,18
2011-12-24 11:42:47,24
2011-12-24 11:44:47,50
2011-12-24 11:46:47,64
2011-12-24 23:00:47,64
2011-12-24 23:02:47,48
2011-12-24 23:04:47,6
2011-12-24 23:06:47,2
2011-12-24 23:08:47,0
2011-12-25 11:34:47,0
2011-12-25 11:36:47,2
2011-12-25 11:38:47,5
2011-12-25 11:40:47,12
2011-12-25 11:42:47,20
2011-12-25 11:44:47,22
2011-12-25 11:46:47,64
2011-12-25 22:56:47,64
2011-12-25 22:58:47,50
2011-12-25 23:00:47,22
2011-12-25 23:02:47,12
2011-12-25 23:04:47,4
2011-12-25 23:06:47,2
2011-12-25 23:08:47,1
2011-12-25 23:10:47,0
2011-12-26 11:34:46,0
2011-12-26 11:36:46,3
2011-12-26 11:38:46,6
2011-12-26 11:40:46,11
2011-12-26 11:42:46,20
2011-12-26 11:44:46,34
2011-12-26 11:46:46,64
2011-12-26 23:00:46,64
2011-12-26 23:02:46,50
2011-12-26 23:04:46,15
2011-12-26 23:06:46,11
2011-12-26 23:08:46,3
2011-12-26 23:10:46,1
2011-12-26 23:12:46,1
2011-12-26 23:14:46,0
2011-12-27 11:32:46,0
2011-12-27 11:34:46,1
2011-12-27 11:36:46,2
2011-12-27 11:38:46,1
2011-12-27 11:40:46,2
2011-12-27 11:42:46,6
2011-12-27 11:44:46,9
2011-12-27 11:46:46,58
2011-12-27 11:48:46,64
2011-12-27 22:56:46,64
2011-12-27 22:58:46,48
2011-12-27 23:00:46,64
2011-12-27 23:02:46,38
2011-12-27 23:04:46,6
2011-12-27 23:06:46,4
2011-12-27 23:08:46,2
2011-12-27 23:10:46,0
2011-12-28 11:38:46,0
2011-12-28 11:40:46,2
2011-12-28 11:42:46,3
2011-12-28 11:44:46,6
2011-12-28 11:46:46,12
2011-12-28 11:48:46,17
2011-12-28 11:50:46,56
2011-12-28 11:52:46,64
2011-12-28 23:00:46,64
2011-12-28 23:02:46,50
2011-12-28 23:04:46,46
2011-12-28 23:06:46,15
2011-12-28 23:08:46,5
2011-12-28 23:10:46,2
2011-12-28 23:12:46,0
2011-12-29 11:40:45,0
2011-12-29 11:42:45,1
2011-12-29 11:44:45,3
2011-12-29 11:46:45,8
2011-12-29 11:48:45,19
2011-12-29 11:50:45,50
2011-12-29 11:52:45,64
2011-12-29 22:56:45,64
2011-12-29 22:58:45,46
2011-12-29 23:00:45,24
2011-12-29 23:02:45,6
2011-12-29 23:04:45,4
2011-12-29 23:06:45,3
2011-12-29 23:08:45,1
2011-12-29 23:10:45,0
2011-12-30 11:36:45,0
2011-12-30 11:38:45,1
2011-12-30 11:40:45,2
2011-12-30 11:42:45,3
2011-12-30 11:44:45,1
2011-12-30 11:46:45,14
2011-12-30 11:48:45,58
2011-12-30 11:50:45,64
2011-12-30 23:02:45,64
2011-12-30 23:04:45,46
2011-12-30 23:06:45,36
2011-12-30 23:08:45,7
2011-12-30 23:10:45,5
2011-12-30 23:12:45,2
2011-12-30 23:14:45,0
2011-12-31 11:36:45,0
2011-12-31 11:38:45,1
2011-12-31 11:40:45,4
2011-12-31 11:42:45,7
2011-12-31 11:44:45,17
2011-12-31 11:46:45,26
2011-12-31 11:48:45,64
2011-12-31 23:02:44,64
2011-12-31 23:04:44,48
2011-12-31 23:06:44,12
2011-12-31 23:08:44,12
2011-12-31 23:10:44,5
2011-12-31 23:12:44,3
2011-12-31 23:14:44,1
2011-12-31 23:16:44,0
2012-01-01 11:38:44,0
2012-01-01 11:40:44,2
2012-01-01 11:42:44,5
2012-01-01 11:44:44,8
2012-01-01 11:46:44,28
2012-01-01 11:48:44,52
2012-01-01 11:50:44,64
2012-01-01 23:06:44,64
2012-01-01 23:08:44,11
2012-01-01 23:10:44,3
2012-01-01 23:12:44,1
2012-01-01 23:14:44,1
2012-01-01 23:16:44,0
2012-01-02 11:38:44,0
2012-01-02 11:40:44,3
2012-01-02 11:42:44,8
2012-01-02 11:44:44,10
2012-01-02 11:46:44,24
2012-01-02 11:48:44,64
2012-01-02 23:00:44,64
2012-01-02 23:02:44,54
2012-01-02 23:04:44,48
2012-01-02 23:06:44,14
2012-01-02 23:08:44,4
2012-01-02 23:10:44,0
2012-01-03 11:42:43,0
2012-01-03 11:44:43,1
2012-01-03 11:46:43,3
2012-01-03 11:48:43,9
2012-01-03 11:50:43,15
2012-01-03 11:52:43,26
2012-01-03 11:54:43,36
2012-01-03 11:56:43,64
2012-01-03 23:02:43,64
2012-01-03 23:04:43,22
2012-01-03 23:06:43,22
2012-01-03 23:08:43,10
2012-01-03 23:10:43,2
2012-01-03 23:12:43,2
2012-01-03 23:14:43,0
2012-01-04 11:42:43,0
2012-01-04 11:44:43,4
2012-01-04 11:46:43,8
2012-01-04 11:48:43,64
2012-01-04 23:04:43,64
2012-01-04 23:06:43,44
2012-01-04 23:08:43,19
2012-01-04 23:10:43,8
2012-01-04 23:12:43,4
2012-01-04 23:14:43,1
2012-01-04 23:16:43,0
2012-01-05 11:42:43,0
2012-01-05 11:44:43,1
2012-01-05 11:46:43,2
2012-01-05 11:48:43,8
2012-01-05 11:50:43,15
2012-01-05 11:52:43,22
2012-01-05 11:54:43,32
2012-01-05 11:56:43,60
2012-01-05 11:58:43,64
2012-01-05 23:06:42,64
2012-01-05 23:08:42,42
2012-01-05 23:10:42,4
2012-01-05 23:12:42,4
2012-01-05 23:14:42,3
2012-01-05 23:16:42,2
2012-01-05 23:18:42,0
2012-01-06 11:38:42,0
2012-01-06 11:40:42,2
2012-01-06 11:42:42,3
2012-01-06 11:44:42,6
2012-01-06 11:46:42,10
2012-01-06 11:48:42,58
2012-01-06 11:50:42,64
2012-01-06 23:08:42,64
2012-01-06 23:10:42,32
2012-01-06 23:12:42,28
2012-01-06 23:14:42,2
2012-01-06 23:16:42,0
2012-01-07 11:42:42,0
2012-01-07 11:44:42,1
2012-01-07 11:46:42,5
2012-01-07 11:48:42,3
2012-01-07 11:50:42,42
2012-01-07 11:52:42,64
2012-01-07 23:08:42,64
2012-01-07 23:10:42,46
2012-01-07 23:12:42,28
2012-01-07 23:14:42,3
2012-01-07 23:16:42,0
2012-01-08 11:42:42,0
2012-01-08 11:44:42,2
2012-01-08 11:46:42,6
2012-01-08 11:48:42,12
2012-01-08 11:50:42,22
2012-01-08 11:52:42,34
2012-01-08 11:54:42,64
2012-01-08 23:10:41,64
2012-01-08 23:12:41,32
2012-01-08 23:14:41,8
2012-01-08 23:16:41,5
2012-01-08 23:18:41,0
2012-01-09 11:40:41,0
2012-01-09 11:42:41,2
2012-01-09 11:44:41,5
2012-01-09 11:46:41,16
2012-01-09 11:48:41,30
2012-01-09 11:50:41,64
2012-01-09 23:10:41,64
2012-01-09 23:12:41,32
2012-01-09 23:14:41,19
2012-01-09 23:16:41,3
2012-01-09 23:18:41,2
2012-01-09 23:20:41,0
2012-01-10 11:40:41,0
2012-01-10 11:42:41,1
2012-01-10 11:44:41,1
2012-01-10 11:46:41,4
2012-01-10 11:48:41,16
2012-01-10 11:50:41,60
2012-01-10 11:52:41,64
2012-01-10 23:08:41,64
2012-01-10 23:10:41,52
2012-01-10 23:12:41,36
2012-01-10 23:14:41,4
2012-01-10 23:16:41,2
2012-01-10 23:18:41,0
2012-01-11 11:40:40,0
2012-01-11 11:42:40,2
2012-01-11 11:44:40,0
2012-01-11 11:46:40,8
2012-01-11 11:48:40,11
2012-01-11 11:50:40,22
2012-01-11 11:52:40,60
2012-01-11 11:54:40,64
2012-01-11 23:06:40,64
2012-01-11 23:08:40,34
2012-01-11 23:10:40,18
2012-01-11 23:12:40,4
2012-01-11 23:14:40,2
2012-01-11 23:16:40,0
2012-01-12 11:40:40,0
2012-01-12 11:42:40,1
2012-01-12 11:44:40,3
2012-01-12 11:46:40,6
2012-01-12 11:48:40,11
2012-01-12 11:50:40,38
2012-01-12 11:52:40,58
2012-01-12 11:54:40,64
2012-01-12 23:08:40,64
2012-01-12 23:10:40,58
2012-01-12 23:12:40,36
2012-01-12 23:14:40,9
2012-01-12 23:16:40,3
2012-01-12 23:18:40,1
2012-01-12 23:20:40,0
2012-01-13 11:44:40,0
2012-01-13 11:46:40,7
2012-01-13 11:48:40,10
2012-01-13 11:50:40,14
2012-01-13 11:52:40,56
2012-01-13 11:54:40,64
2012-01-13 23:00:39,64
2012-01-13 23:02:39,58
2012-01-13 23:04:39,34
2012-01-13 23:06:39,26
2012-01-13 23:08:39,10
2012-01-13 23:10:39,7
2012-01-13 23:12:39,2
2012-01-13 23:14:39,1
2012-01-13 23:16:39,0
2012-01-14 11:40:39,0
2012-01-14 11:42:39,1
2012-01-14 11:44:39,3
2012-01-14 11:46:39,3
2012-01-14 11:48:39,13
2012-01-14 11:50:39,34
2012-01-14 11:52:39,42
2012-01-14 11:54:39,64
2012-01-14 23:04:39,64
2012-01-14 23:06:39,56
2012-01-14 23:08:39,38
2012-01-14 23:10:39,9
2012-01-14 23:12:39,6
2012-01-14 23:14:39,2
2012-01-14 23:16:39,1
2012-01-14 23:18:39,0
2012-01-15 11:40:39,0
2012-01-15 11:42:39,1
2012-01-15 11:44:39,1
2012-01-15 11:46:39,4
2012-01-15 11:48:39,11
2012-01-15 11:50:39,24
2012-01-15 11:52:39,52
2012-01-15 11:54:39,64
2012-01-15 23:14:39,64
2012-01-15 23:16:39,48
2012-01-15 23:18:39,10
2012-01-15 23:20:39,6
2012-01-15 23:22:39,2
2012-01-15 23:24:39,0
2012-01-16 11:42:39,0
2012-01-16 11:44:39,1
2012-01-16 11:46:39,7
2012-01-16 11:48:39,15
2012-01-16 11:50:39,26
2012-01-16 11:52:39,64
2012-01-16 23:12:38,64
2012-01-16 23:14:38,60
2012-01-16 23:16:38,50
2012-01-16 23:18:38,12
2012-01-16 23:20:38,9
2012-01-16 23:22:38,6
2012-01-16 23:24:38,2
2012-01-16 23:26:38,0
2012-01-17 11:40:38,0
2012-01-17 11:42:38,1
2012-01-17 11:44:38,3
2012-01-17 11:46:38,7
2012-01-17 11:48:38,14
2012-01-17 11:50:38,42
2012-01-17 11:52:38,64
2012-01-17 23:14:38,64
2012-01-17 23:16:38,50
2012-01-17 23:18:38,14
2012-01-17 23:20:38,7
2012-01-17 23:22:38,4
2012-01-17 23:24:38,1
2012-01-17 23:26:38,0
2012-01-18 11:40:38,0
2012-01-18 11:42:38,1
2012-01-18 11:44:38,4
2012-01-18 11:46:38,6
2012-01-18 11:48:38,13
2012-01-18 11:50:38,54
2012-01-18 11:52:38,64
2012-01-18 23:16:38,64
2012-01-18 23:18:38,30
2012-01-18 23:20:38,22
2012-01-18 23:22:38,4
2012-01-18 23:24:38,0
2012-01-19 11:44:37,0
2012-01-19 11:46:37,4
2012-01-19 11:48:37,5
2012-01-19 11:50:37,14
2012-01-19 11:52:37,64
2012-01-19 23:16:37,64
2012-01-19 23:18:37,40
2012-01-19 23:20:37,28
2012-01-19 23:22:37,8
2012-01-19 23:24:37,4
2012-01-19 23:26:37,2
2012-01-19 23:28:37,0
2012-01-20 11:42:37,0
2012-01-20 11:44:37,2
2012-01-20 11:46:37,5
2012-01-20 11:48:37,2
2012-01-20 11:50:37,58
2012-01-20 11:52:37,64
2012-01-20 23:16:37,64
2012-01-20 23:18:37,42
2012-01-20 23:20:37,18
2012-01-20 23:22:37,13
2012-01-20 23:24:37,7
2012-01-20 23:26:37,4
2012-01-20 23:28:37,2
2012-01-20 23:30:37,0
2012-01-21 11:40:37,0
2012-01-21 11:42:37,1
2012-01-21 11:44:37,2
2012-01-21 11:46:37,6
2012-01-21 11:48:37,11
2012-01-21 11:50:37,20
2012-01-21 11:52:37,32
2012-01-21 11:54:37,40
2012-01-21 11:56:37,64
2012-01-21 23:16:36,64
2012-01-21 23:18:36,56
2012-01-21 23:20:36,9
2012-01-21 23:22:36,7
2012-01-21 23:24:36,1
2012-01-21 23:26:36,0
2012-01-22 11:40:36,0
2012-01-22 11:42:36,2
2012-01-22 11:44:36,5
2012-01-22 11:46:36,6
2012-01-22 11:48:36,42
2012-01-22 11:50:36,48
2012-01-22 11:52:36,64
2012-01-22 23:20:36,64
2012-01-22 23:22:36,22
2012-01-22 23:24:36,4
2012-01-22 23:26:36,2
2012-01-22 23:28:36,0
2012-01-23 11:40:36,0
2012-01-23 11:42:36,2
2012-01-23 11:44:36,5
2012-01-23 11:46:36,10
2012-01-23 11:48:36,19
2012-01-23 11:50:36,36
2012-01-23 11:52:36,56
2012-01-23 11:54:36,64
2012-01-23 23:20:36,64
2012-01-23 23:22:36,7
2012-01-23 23:24:36,9
2012-01-23 23:26:36,6
2012-01-23 23:28:36,1
2012-01-23 23:30:36,0
2012-01-24 11:40:36,0
2012-01-24 11:42:36,1
2012-01-24 11:44:36,1
2012-01-24 11:46:36,8
2012-01-24 11:48:36,44
2012-01-24 11:50:36,64
2012-01-24 23:20:35,64
2012-01-24 23:22:35,30
2012-01-24 23:24:35,7
2012-01-24 23:26:35,1
2012-01-24 23:28:35,0
2012-01-25 11:42:35,0
2012-01-25 11:44:35,2
2012-01-25 11:46:35,6
2012-01-25 11:48:35,16
2012-01-25 11:50:35,64
2012-01-25 23:20:35,64
2012-01-25 23:22:35,20
2012-01-25 23:24:35,13
2012-01-25 23:26:35,7
2012-01-25 23:28:35,1
2012-01-25 23:30:35,0
2012-01-26 11:38:35,0
2012-01-26 11:40:35,1
2012-01-26 11:42:35,4
2012-01-26 11:44:35,8
2012-01-26 11:46:35,18
2012-01-26 11:48:35,26
2012-01-26 11:50:35,52
2012-01-26 11:52:35,64
2012-01-26 23:20:35,64
2012-01-26 23:22:35,58
2012-01-26 23:24:35,18
2012-01-26 23:26:35,5
2012-01-26 23:28:35,3
2012-01-26 23:30:35,1
2012-01-26 23:32:35,0
2012-01-27 11:42:34,0
2012-01-27 11:44:34,3
2012-01-27 11:46:34,7
2012-01-27 11:48:34,20
2012-01-27 11:50:34,64
2012-01-27 23:20:34,64
2012-01-27 23:22:34,52
2012-01-27 23:24:34,24
2012-01-27 23:26:34,1
2012-01-27 23:28:34,2
2012-01-27 23:30:34,0
2012-01-28 11:42:34,0
2012-01-28 11:44:34,3
2012-01-28 11:46:34,6
2012-01-28 11:48:34,50
2012-01-28 11:50:34,64
2012-01-28 23:20:34,64
2012-01-28 23:22:34,60
2012-01-28 23:24:34,9
2012-01-28 23:26:34,6
2012-01-28 23:28:34,5
2012-01-28 23:30:34,1
2012-01-28 23:32:34,0
2012-01-29 11:42:34,0
2012-01-29 11:44:34,4
2012-01-29 11:46:34,7
2012-01-29 11:48:34,50
2012-01-29 11:50:34,64
2012-01-29 23:24:33,64
2012-01-29 23:26:33,52
2012-01-29 23:28:33,6
2012-01-29 23:30:33,3
2012-01-29 23:32:33,0
2012-01-30 11:38:33,0
2012-01-30 11:40:33,1
2012-01-30 11:42:33,2
2012-01-30 11:44:33,6
2012-01-30 11:46:33,11
2012-01-30 11:48:33,18
2012-01-30 11:50:33,64
2012-01-30 23:24:33,64
2012-01-30 23:26:33,48
2012-01-30 23:28:33,20
2012-01-30 23:30:33,12
2012-01-30 23:32:33,9
2012-01-30 23:34:33,5
2012-01-30 23:36:33,2
2012-01-30 23:38:33,0
2012-01-31 11:40:33,0
2012-01-31 11:42:33,1
2012-01-31 11:44:33,2
2012-01-31 11:46:33,5
2012-01-31 11:48:33,12
2012-01-31 11:50:33,22
2012-01-31 11:52:33,36
2012-01-31 11:54:33,56
2012-01-31 11:56:33,64
2012-01-31 23:20:33,64
2012-01-31 23:22:33,50
2012-01-31 23:24:33,28
2012-01-31 23:26:33,20
2012-01-31 23:28:33,6
2012-01-31 23:30:33,3
2012-01-31 23:32:33,0
2012-02-01 11:36:32,0
2012-02-01 11:38:32,1
2012-02-01 11:40:32,3
2012-02-01 11:42:32,7
2012-02-01 11:44:32,14
2012-02-01 11:46:32,14
2012-02-01 11:48:32,28
2012-02-01 11:50:32,52
2012-02-01 11:52:32,64
2012-02-01 23:22:32,64
2012-02-01 23:24:32,38
2012-02-01 23:26:32,13
2012-02-01 23:28:32,1
2012-02-01 23:30:32,0
2012-02-01 23:32:32,1
2012-02-01 23:34:32,0
2012-02-02 11:38:32,0
2012-02-02 11:40:32,1
2012-02-02 11:42:32,4
2012-02-02 11:44:32,14
2012-02-02 11:46:32,20
2012-02-02 11:48:32,24
2012-02-02 11:50:32,64
2012-02-02 23:16:32,64
2012-02-02 23:18:32,52
2012-02-02 23:20:32,26
2012-02-02 23:22:32,13
2012-02-02 23:24:32,9
2012-02-02 23:26:32,5
2012-02-02 23:28:32,2
2012-02-02 23:30:32,0
2012-02-03 11:42:32,0
2012-02-03 11:44:32,3
2012-02-03 11:46:32,6
2012-02-03 11:48:32,10
2012-02-03 11:50:32,20
2012-02-03 11:52:32,34
2012-02-03 11:54:32,54
2012-02-03 11:56:32,64
2012-02-03 23:20:32,64
2012-02-03 23:22:32,50
2012-02-03 23:24:32,15
2012-02-03 23:26:32,10
2012-02-03 23:28:32,5
2012-02-03 23:30:32,2
2012-02-03 23:32:32,1
2012-02-03 23:34:32,0
2012-02-04 11:40:31,0
2012-02-04 11:42:31,3
2012-02-04 11:44:31,4
2012-02-04 11:46:31,12
2012-02-04 11:48:31,20
2012-02-04 11:50:31,50
2012-02-04 11:52:31,64
2012-02-04 23:20:31,64
2012-02-04 23:22:31,46
2012-02-04 23:24:31,15
2012-02-04 23:26:31,12
2012-02-04 23:28:31,6
2012-02-04 23:30:31,2
2012-02-04 23:32:31,0
2012-02-05 11:42:31,0
2012-02-05 11:44:31,1
2012-02-05 11:46:31,5
2012-02-05 11:48:31,11
2012-02-05 11:50:31,18
2012-02-05 11:52:31,36
2012-02-05 11:54:31,58
2012-02-05 11:56:31,64
2012-02-05 23:22:31,64
2012-02-05 23:24:31,60
2012-02-05 23:26:31,48
2012-02-05 23:28:31,13
2012-02-05 23:30:31,7
2012-02-05 23:32:31,1
2012-02-05 23:34:31,0
2012-02-06 11:40:31,0
2012-02-06 11:42:31,2
2012-02-06 11:44:31,5
2012-02-06 11:46:31,11
2012-02-06 11:48:31,20
2012-02-06 11:50:31,36
2012-02-06 11:52:31,58
2012-02-06 11:54:31,64
2012-02-06 23:24:30,64
2012-02-06 23:26:30,56
2012-02-06 23:28:30,36
2012-02-06 23:30:30,14
2012-02-06 23:32:30,8
2012-02-06 23:34:30,1
2012-02-06 23:36:30,0
2012-02-07 11:38:30,0
2012-02-07 11:40:30,1
2012-02-07 11:42:30,4
2012-02-07 11:44:30,9
2012-02-07 11:46:30,16
2012-02-07 11:48:30,64
2012-02-07 23:24:30,64
2012-02-07 23:26:30,44
2012-02-07 23:28:30,20
2012-02-07 23:30:30,5
2012-02-07 23:32:30,3
2012-02-07 23:34:30,0
2012-02-08 11:42:30,0
2012-02-08 11:44:30,1
2012-02-08 11:46:30,6
2012-02-08 11:48:30,36
2012-02-08 11:50:30,40
2012-02-08 11:52:30,54
2012-02-08 11:54:30,64
2012-02-08 23:22:30,64
2012-02-08 23:24:30,56
2012-02-08 23:26:30,34
2012-02-08 23:28:30,6
2012-02-08 23:30:30,5
2012-02-08 23:32:30,1
2012-02-08 23:34:30,0
2012-02-09 11:34:29,0
2012-02-09 11:36:29,2
2012-02-09 11:38:29,5
2012-02-09 11:40:29,8
2012-02-09 11:42:29,22
2012-02-09 11:44:29,64
2012-02-09 12:46:29,64
2012-02-09 12:48:29,48
2012-02-09 12:50:29,64
2012-02-09 23:26:29,64
2012-02-09 23:28:29,30
2012-02-09 23:30:29,13
2012-02-09 23:32:29,7
2012-02-09 23:34:29,2
2012-02-09 23:36:29,1
2012-02-09 23:38:29,0
2012-02-10 11:36:29,0
2012-02-10 11:38:29,2
2012-02-10 11:40:29,4
2012-02-10 11:42:29,19
2012-02-10 11:44:29,56
2012-02-10 11:46:29,64
2012-02-10 23:30:29,64
2012-02-10 23:32:29,40
2012-02-10 23:34:29,30
2012-02-10 23:36:29,1
2012-02-10 23:38:29,1
2012-02-10 23:40:29,0
2012-02-11 11:36:29,0
2012-02-11 11:38:29,2
2012-02-11 11:40:29,4
2012-02-11 11:42:29,12
2012-02-11 11:44:29,20
2012-02-11 11:46:29,64
2012-02-11 23:32:29,64
2012-02-11 23:34:29,42
2012-02-11 23:36:29,28
2012-02-11 23:38:29,12
2012-02-11 23:40:29,9
2012-02-11 23:42:29,4
2012-02-11 23:44:29,0
2012-02-12 11:34:28,0
2012-02-12 11:36:28,5
2012-02-12 11:38:28,11
2012-02-12 11:40:28,22
2012-02-12 11:42:28,46
2012-02-12 11:44:28,64
2012-02-12 23:34:28,64
2012-02-12 23:36:28,36
2012-02-12 23:38:28,17
2012-02-12 23:40:28,6
2012-02-12 23:42:28,2
2012-02-12 23:44:28,0
2012-02-13 11:32:28,0
2012-02-13 11:34:28,2
2012-02-13 11:36:28,5
2012-02-13 11:38:28,10
2012-02-13 11:40:28,19
2012-02-13 11:42:28,32
2012-02-13 11:44:28,54
2012-02-13 11:46:28,64
2012-02-13 23:34:28,64
2012-02-13 23:36:28,38
2012-02-13 23:38:28,8
2012-02-13 23:40:28,7
2012-02-13 23:42:28,3
2012-02-13 23:44:28,2
2012-02-13 23:46:28,0
2012-02-14 11:30:28,0
2012-02-14 11:32:28,1
2012-02-14 11:34:28,3
2012-02-14 11:36:28,7
2012-02-14 11:38:28,14
2012-02-14 11:40:28,52
2012-02-14 11:42:28,52
2012-02-14 11:44:28,64
2012-02-14 23:30:27,64
2012-02-14 23:32:27,44
2012-02-14 23:34:27,30
2012-02-14 23:36:27,3
2012-02-14 23:38:27,2
2012-02-14 23:40:27,4
2012-02-14 23:42:27,0
2012-02-15 11:30:27,0
2012-02-15 11:32:27,1
